connectionpool.py: 2021-06-26 13:41:42,899 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:47,585 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:47,770 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:47,785 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:47,974 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:47,985 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:48,182 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:48,192 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:48,391 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:48,393 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:48,574 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:48,584 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:48,772 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:48,782 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:48,974 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:48,984 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:49,171 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:49,183 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:49,375 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:49,385 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:49,566 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:49,576 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:49,760 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:49,765 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:49,953 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:49,964 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:50,162 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:50,172 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:50,357 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:50,368 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:50,562 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:50,574 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:50,769 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:50,782 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:50,983 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:50,996 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:51,181 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:51,191 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:51,384 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:51,394 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:51,586 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:51,590 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:51,799 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:51,806 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:52,011 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:52,022 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:52,199 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:52,212 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:52,408 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:52,418 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:52,608 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:52,617 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:52,802 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:52,811 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:53,012 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:53,021 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:53,203 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:53,213 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:53,403 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:53,415 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:53,601 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:53,612 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:53,804 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:53,814 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:54,014 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:54,025 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:54,216 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:54,223 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:54,422 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:54,432 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:54,626 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:54,638 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:54,827 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:54,838 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:55,031 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:55,043 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:55,227 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:55,238 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:55,430 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:55,433 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:55,632 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:55,644 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:55,842 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:55,853 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:56,042 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:56,051 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:56,235 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:56,237 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:56,436 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:56,447 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:56,633 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:56,644 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:56,829 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:56,840 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:57,032 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:57,042 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:57,226 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:57,237 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:57,425 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:57,435 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:57,614 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:57,624 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:57,816 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:57,826 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:58,016 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:58,027 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:58,202 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:58,214 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:58,401 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:58,416 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:58,603 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:58,611 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:58,782 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:58,792 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:58,970 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:58,981 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:59,184 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:59,188 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:59,355 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:59,365 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:59,545 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:59,555 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:59,737 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:59,748 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:48:59,934 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:48:59,944 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:49:00,129 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:49:00,141 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:49:02,445 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:49:02,626 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:49:02,638 : urllib3.connectionpool : DEBUG : Starting new HTTP connection (1): api.openweathermap.org:80
connectionpool.py: 2021-06-26 13:49:03,834 : urllib3.connectionpool : DEBUG : http://api.openweathermap.org:80 "GET /data/2.5/weather?q=Lviv&appid=274e16bcd29fc6003638a44b00f207cd%22 HTTP/1.1" 401 107
weather.py: 2021-06-26 13:49:03,836 : logic.settings : ERROR : Неудача с запросом: статус 401
connectionpool.py: 2021-06-26 13:49:03,842 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:49:04,080 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "POST /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/sendMessage HTTP/1.1" 200 745
connectionpool.py: 2021-06-26 13:49:04,091 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:49:04,265 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:49:04,273 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:49:04,448 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:49:04,457 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:49:04,642 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:49:04,651 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:49:04,843 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:49:04,852 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:49:05,034 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:49:05,044 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:49:05,228 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:49:05,235 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:49:05,403 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 3476
connectionpool.py: 2021-06-26 13:49:05,415 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
